uid,age,gender,occupation,income,sport_interest,sports,ideal_frequency,teammate_shortage,teammate_pain_points,new_player_openness,trust_factors,current_finding_methods,current_finding_pains,booking_need,current_booking_methods,booking_pains,switching_triggers,expected_frequency_lift,willingness_to_pay,paid_features,open_motivation,new_player_openness_num,high_openness_to_new_players,teammate_shortage_score,ideal_frequency_score,booking_need_score,wtp_score,expected_frequency_lift_score,sport_interest_score,pain_count_teammate,pain_count_booking,early_adopter_candidate,student_young_segment,has_wtp_signal,strong_wtp
UID-106,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,Trước đây có chơi nhưng hiện tại ít chơi,Chạy bộ theo nhóm,Khi có người rủ,Hiếm khi,"Bạn bè/người quen không rảnh, Người chơi hay hủy kèo",3.0,Biết trước lịch sử tham gia trận/hoạt động,Rủ bạn bè/người quen trực tiếp,"Không biết ai đang rảnh, Dễ bị hủy kèo vào phút cuối",Không bao giờ,,,"Có nhiều người chơi thật, Ghép người chơi theo lịch rảnh, Giao diện đơn giản, dễ dùng",Không chắc,"Có thể, nếu giá hợp lý",Phí tham gia giải hoặc sự kiện thể thao,Có bạn/người chơi cùng,3.0,False,1.0,1.0,0.0,1.0,0.0,1,2,0,False,True,True,False
UID-107,Dưới 18,Nữ,Chủ doanh nghiệp,Trên 10.000.000,"Có, thường xuyên","Cầu lông, Bóng đá, Bóng rổ, Bóng chuyền, Tennis, Pickleball, Bóng bàn, Chạy bộ theo nhóm, Đạp xe theo nhóm, Bơi lội, Gym/Fitness theo nhóm, Bida",3 lần/tuần trở lên,Chưa bao giờ,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ, Khó tìm người cùng lịch rảnh, Không biết tìm người chơi ở đâu, Người chơi hay hủy kèo, Khó chia chi phí",3.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook, Cộng đồng trường học/công ty, Hỏi chủ sân/người quen ở sân, Dùng app/website thể thao, Không chủ động tìm, chỉ chơi khi có người rủ","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi, Khó tìm người gần mình, Dễ bị hủy kèo vào phút cuối, Không có đánh giá/độ uy tín của người chơi, Ngại chơi với người lạ vì thiếu thông tin, Khó quản lý số lượng người tham gia, Khó chia tiền sân/chi phí",Không bao giờ,,,"Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản, Có thể chia tiền sân trong app, Có cộng đồng/giải phong trào hoạt động thường xuyên, Giao diện đơn giản, dễ dùng","Có, chắc chắn",Không,"Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi, Gói premium để được ghép người phù hợp hơn, Phí tham gia giải hoặc sự kiện thể thao",,3.0,False,0.0,3.0,0.0,0.0,2.0,3,7,0,False,False,False,False
UID-108,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thỉnh thoảng","Cầu lông, Bơi lội",Khi có người rủ,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi",5.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại",Rủ bạn bè/người quen trực tiếp,"Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân",Có thể,"Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,5.0,True,3.0,1.0,2.0,1.0,1.0,2,2,4,True,True,True,False
UID-109,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thỉnh thoảng","Cầu lông, Đạp xe theo nhóm",Khi có người rủ,Rất thường xuyên,"Bạn bè/người quen không rảnh, Khó tìm người cùng lịch rảnh",3.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Không chủ động tìm, chỉ chơi khi có người rủ","Không biết ai đang rảnh, Ngại chơi với người lạ vì thiếu thông tin, Khó quản lý số lượng người tham gia",Thỉnh thoảng,Nhờ bạn bè đặt,"Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Dễ bị trùng lịch hoặc hết chỗ","Biết trước lịch trống và giá sân, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản, Giao diện đơn giản, dễ dùng",Có thể,"Có thể, nếu app thật sự có nhiều người dùng","Phí đặt sân/địa điểm tiện lợi, Gói premium để được ghép người phù hợp hơn",,3.0,False,3.0,1.0,2.0,1.0,1.0,2,2,5,False,True,True,False
UID-110,18–22,Nữ,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,Không quan tâm,,,,,,,,,,,,,,,,"Chi phí thấp hơn, Có người hướng dẫn",,False,,,,,,0,0,0,False,True,False,False
UID-111,23–30,Nữ,Nhân viên văn phòng,Không tiện đề cập,"Có, thỉnh thoảng","Cầu lông, Chạy bộ theo nhóm, Gym/Fitness theo nhóm, Bida",Khi có người rủ,Thỉnh thoảng,"Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh",3.0,Có đánh giá từ người chơi khác,Rủ bạn bè/người quen trực tiếp,"Phải nhắn nhiều nơi mới đủ người, Ngại chơi với người lạ vì thiếu thông tin",Thỉnh thoảng,Nhắn Zalo/Facebook cho sân,Không có đánh giá từ người chơi trước,"Có nhiều người chơi thật, Biết trước lịch trống và giá sân, Có đánh giá người chơi và sân/địa điểm, Giao diện đơn giản, dễ dùng","Có, chắc chắn",Có,Phí đặt sân/địa điểm tiện lợi,,3.0,False,2.0,1.0,2.0,2.0,2.0,2,2,1,False,False,True,True
UID-112,18–22,Nữ,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,Chưa chơi thường xuyên nhưng muốn bắt đầu,Cầu lông,1–2 lần/tuần,Thỉnh thoảng,Bạn bè/người quen không rảnh,2.0,"Có xác minh tài khoản/số điện thoại, Có nhóm chat trước buổi chơi","Không chủ động tìm, chỉ chơi khi có người rủ","Không biết ai đang rảnh, Khó tìm người gần mình",Hiếm khi,Nhờ bạn bè đặt,"Không biết sân/địa điểm nào còn trống, Không rõ giá","Có nhiều người chơi thật, Biết trước lịch trống và giá sân",Có thể,"Có thể, nếu giá hợp lý",Phí tham gia trận/nhóm chơi,,2.0,False,2.0,2.0,1.0,1.0,1.0,1,1,2,False,True,True,False
UID-113,18–22,Nữ,Người lao động tự do,Từ 5.000.000 - Dưới 10.000.000,"Có, thỉnh thoảng","Cầu lông, Chạy bộ theo nhóm",1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh",4.0,"Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động",Rủ bạn bè/người quen trực tiếp,"Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Khó tìm người gần mình",Thỉnh thoảng,Gọi điện trực tiếp cho sân,"Không rõ chất lượng sân/địa điểm, Dễ bị trùng lịch hoặc hết chỗ",Có nhiều sân/địa điểm thể thao đối tác,"Có, chắc chắn","Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,4.0,True,2.0,2.0,2.0,1.0,2.0,2,3,2,True,False,True,False
UID-114,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,Chưa chơi thường xuyên nhưng muốn bắt đầu,Cầu lông,Chưa rõ,Chưa bao giờ,Bạn bè/người quen không rảnh,4.0,"Hồ sơ người chơi rõ ràng, Có xác minh tài khoản/số điện thoại, Biết trước lịch sử tham gia trận/hoạt động, Có cơ chế báo cáo người chơi không phù hợp",Nhóm Zalo/Messenger,"Không biết ai đang rảnh, Khó tìm người gần mình",Hiếm khi,"Nhắn Zalo/Facebook cho sân, Nhờ bạn bè đặt","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Dễ bị trùng lịch hoặc hết chỗ","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh",Có thể,"Có thể, nếu app thật sự có nhiều người dùng",Phí tham gia giải hoặc sự kiện thể thao,,4.0,True,0.0,0.0,1.0,1.0,1.0,1,1,5,False,True,True,False
UID-115,18–22,Nữ,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,"Có, thỉnh thoảng",Bida,Chưa rõ,Chưa bao giờ,Bạn bè/người quen không rảnh,4.0,Có cơ chế báo cáo người chơi không phù hợp,"Không chủ động tìm, chỉ chơi khi có người rủ",Ngại chơi với người lạ vì thiếu thông tin,Không bao giờ,,,Có cộng đồng/giải phong trào hoạt động thường xuyên,Không,Không,Phí tham gia giải hoặc sự kiện thể thao,,4.0,True,0.0,0.0,0.0,0.0,0.0,2,1,0,False,True,False,False
UID-116,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,"Có, thỉnh thoảng",Cầu lông,1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh",3.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có nhóm chat trước buổi chơi",Nhóm Zalo/Messenger,"Không biết ai đang rảnh, Dễ bị hủy kèo vào phút cuối",Thỉnh thoảng,Đặt qua app/website,Dễ bị trùng lịch hoặc hết chỗ,"Biết trước lịch trống và giá sân, Có đánh giá người chơi và sân/địa điểm",Có thể,"Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,3.0,False,2.0,2.0,2.0,1.0,1.0,2,3,1,False,True,True,False
UID-117,Dưới 18,Nữ,Học sinh/Sinh viên,Không tiện đề cập,"Có, thỉnh thoảng",Cầu lông,Khi có người rủ,Hiếm khi,"Bạn bè/người quen không rảnh, Khó chia chi phí",1.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác","Rủ bạn bè/người quen trực tiếp, Không chủ động tìm, chỉ chơi khi có người rủ","Không biết ai đang rảnh, Ngại chơi với người lạ vì thiếu thông tin, Khó chia tiền sân/chi phí",Không bao giờ,,,"Biết trước lịch trống và giá sân, Giao diện đơn giản, dễ dùng",Không,Không,Phí tham gia trận/nhóm chơi,,1.0,False,1.0,1.0,0.0,0.0,0.0,2,2,0,False,False,False,False
UID-118,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thỉnh thoảng","Cầu lông, Bơi lội, Bida",1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Khó tìm người cùng lịch rảnh",5.0,"Hồ sơ người chơi rõ ràng, Biết trước trình độ chơi, Có cơ chế báo cáo người chơi không phù hợp","Nhóm Zalo/Messenger, Nhóm Facebook, Cộng đồng trường học/công ty, Không chủ động tìm, chỉ chơi khi có người rủ","Không biết ai đang rảnh, Khó tìm người gần mình",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Nhờ bạn bè đặt","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Dễ bị trùng lịch hoặc hết chỗ","Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Có thể chia tiền sân trong app","Có, chắc chắn","Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,5.0,True,2.0,2.0,2.0,1.0,2.0,2,2,5,True,True,True,False
UID-119,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thỉnh thoảng",Bóng chuyền,3 lần/tuần trở lên,Chưa bao giờ,Không biết tìm người chơi ở đâu,2.0,Biết trước trình độ chơi,Nhóm Facebook,Phải nhắn nhiều nơi mới đủ người,Thường xuyên,Gọi điện trực tiếp cho sân,Không rõ giá,Có nhiều người chơi thật,"Có, chắc chắn",Có,Phí đặt sân/địa điểm tiện lợi,,2.0,False,0.0,3.0,3.0,2.0,2.0,2,1,1,False,True,True,True
UID-120,18–22,Nữ,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,"Có, thỉnh thoảng","Bóng rổ, Bơi lội, Gym/Fitness theo nhóm",1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ",2.0,"Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi","Nhóm Zalo/Messenger, Dùng app/website thể thao","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi",Thỉnh thoảng,Đặt qua app/website,"Không biết sân/địa điểm nào còn trống, Không rõ giá, Không rõ chất lượng sân/địa điểm","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản",Có thể,Có,"Phí tham gia trận/nhóm chơi, Gói premium để được ghép người phù hợp hơn",,2.0,False,2.0,2.0,2.0,2.0,1.0,2,3,3,False,True,True,True
UID-121,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,Chưa chơi thường xuyên nhưng muốn bắt đầu,Cầu lông,1–3 lần/tháng,Chưa bao giờ,làm biếng,1.0,Hồ sơ người chơi rõ ràng,"Không chủ động tìm, chỉ chơi khi có người rủ","Không có đánh giá/độ uy tín của người chơi, Ngại chơi với người lạ vì thiếu thông tin",Thường xuyên,Nhắn Zalo/Facebook cho sân,Không rõ chất lượng sân/địa điểm,"Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân",Có thể,"Có thể, nếu giá hợp lý",Phí tham gia giải hoặc sự kiện thể thao,,1.0,False,0.0,1.0,3.0,1.0,1.0,1,1,1,False,True,True,False
UID-122,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thỉnh thoảng","Cầu lông, Tennis, Pickleball, Chạy bộ theo nhóm, Đạp xe theo nhóm, Bơi lội, Gym/Fitness theo nhóm",1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Khó tìm người cùng lịch rảnh, Người chơi hay hủy kèo",1.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Biết trước trình độ chơi, Có nhóm chat trước buổi chơi","Rủ bạn bè/người quen trực tiếp, Không chủ động tìm, chỉ chơi khi có người rủ","Phải nhắn nhiều nơi mới đủ người, Dễ bị hủy kèo vào phút cuối, Không có đánh giá/độ uy tín của người chơi, Ngại chơi với người lạ vì thiếu thông tin",Hiếm khi,"Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Nhờ bạn bè đặt","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Không có đánh giá từ người chơi trước, Dễ bị trùng lịch hoặc hết chỗ, Khó đổi/hủy lịch, Không có một nơi tổng hợp nhiều sân/môn thể thao","Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Có xác minh tài khoản, Có thể chia tiền sân trong app",Có thể,"Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia giải hoặc sự kiện thể thao",,1.0,False,2.0,2.0,1.0,1.0,1.0,2,3,8,False,True,True,False
